iteration,loss,ema_loss,lr,grad_norm,phi_norm,trace_q_mean,trace_q_std,eta_mean,eta_std,s0_min,s0_max,s0_mean,sT_min,sT_max,sT_mean,Q_norm,time
3800,3.8318798542022705,3.852484138168689,tensor(0.0010),2.0015337953758814,1.7424201965332031,-3.4834790229797363,0.47926533222198486,-1.9704601764678955,0.054998766630887985,-2.190788984298706,2.808289051055908,0.5002613663673401,-0.19837631285190582,1.1951581239700317,0.49622663855552673,1.7205650806427002,40.77109885215759
4000,3.762592077255249,3.7642005138601693,tensor(0.0010),1.8329713259150964,1.798677682876587,-3.457157611846924,0.46463462710380554,-1.9829379320144653,0.033133119344711304,-2.2035908699035645,2.8825063705444336,0.49843868613243103,-0.18342795968055725,1.1626813411712646,0.4999828338623047,1.648686170578003,43.072551250457764
4200,3.6784827709198,3.6835653107445285,tensor(0.0010),1.8675345438856552,1.7683861255645752,-3.495577335357666,0.44522514939308167,-1.9938218593597412,0.013051506131887436,-1.7894011735916138,2.9544525146484375,0.490759938955307,-0.20942845940589905,1.1995517015457153,0.4927854835987091,1.5572720766067505,45.42460608482361
4400,3.6445891857147217,3.6119481518433973,tensor(0.0010),2.123435087072977,1.8292903900146484,-3.4775683879852295,0.45652905106544495,-1.9990342855453491,0.001947595039382577,-1.918837070465088,3.0879886150360107,0.5037350058555603,-0.2087756246328354,1.1986583471298218,0.5000067949295044,1.4799132347106934,47.72008466720581
4600,3.510080575942993,3.527655179516373,tensor(0.0010),1.9909620365090133,1.8333008289337158,-3.464876174926758,0.4319585859775543,-1.9997526407241821,0.00048007594887167215,-1.9007847309112549,3.0496721267700195,0.5038022398948669,-0.208114892244339,1.211085557937622,0.501072883605957,1.4124855995178223,50.007110357284546
4800,3.4625728130340576,3.447401389605719,tensor(0.0010),1.9115587583731777,1.831204891204834,-3.5084228515625,0.4028267562389374,-1.9998879432678223,0.0002172820531995967,-1.9115134477615356,2.986417531967163,0.504249095916748,-0.17238613963127136,1.1738200187683105,0.4995771646499634,1.3461012840270996,52.304731607437134
5000,3.367064952850342,3.373865746023606,tensor(0.0010),1.8990153666704306,1.8252274990081787,-3.4798290729522705,0.4118998944759369,-1.9999346733093262,0.0001175825236714445,-1.8222448825836182,3.011387825012207,0.504421055316925,-0.18420304358005524,1.2156225442886353,0.5016967058181763,1.3016211986541748,54.60968565940857
5200,3.321376323699951,3.3269454559385734,tensor(0.0010),1.7255134509216936,1.84317147731781,-3.4666762351989746,0.4189562201499939,-1.9999611377716064,7.11143875378184e-05,-2.0525710582733154,3.0188212394714355,0.509532630443573,-0.1900719851255417,1.2007118463516235,0.5064269304275513,1.2993700504302979,56.89826965332031
5400,3.326611042022705,3.2832259081672004,tensor(0.0010),2.232981108493942,1.8596012592315674,-3.4090614318847656,0.38150760531425476,-1.9999679327011108,5.5515574786113575e-05,-1.9855144023895264,2.9991559982299805,0.5020750164985657,-0.21756651997566223,1.1808691024780273,0.5007016658782959,1.247840166091919,59.19532775878906
5600,3.231677293777466,3.2370856005321764,tensor(0.0010),2.1033831275427253,1.883887767791748,-3.3729605674743652,0.39306750893592834,-1.9999804496765137,3.430100696277805e-05,-1.876181721687317,3.218474864959717,0.5036444067955017,-0.1885806769132614,1.1867625713348389,0.49901819229125977,1.2245147228240967,61.49051094055176
5800,3.24426007270813,3.204566422406823,tensor(0.0010),1.8290529106484652,1.8870857954025269,-3.3748233318328857,0.3896578252315521,-1.9999828338623047,2.807377495628316e-05,-1.8607341051101685,3.040193557739258,0.5091752409934998,-0.20919688045978546,1.1889890432357788,0.5053346753120422,1.199418306350708,63.796565532684326
6000,3.1432321071624756,3.1514375839507314,tensor(0.0010),1.8046771858587545,1.8587356805801392,-3.3352980613708496,0.3937753438949585,-1.9999876022338867,2.001917891902849e-05,-1.7950447797775269,3.2940664291381836,0.4991534352302551,-0.17082306742668152,1.1869827508926392,0.49953222274780273,1.1758430004119873,66.09895253181458
6200,3.08333420753479,3.091360928974818,tensor(0.0010),1.8180397038881932,1.929889440536499,-3.2405664920806885,0.43055662512779236,-1.9999897480010986,1.620463081053458e-05,-1.925827980041504,2.7369894981384277,0.5045234560966492,-0.2098703682422638,1.1791574954986572,0.5015093088150024,1.1660468578338623,68.40725374221802
6400,3.042783498764038,3.0395805536244223,tensor(0.0010),1.783373600618627,1.9500651359558105,-3.2279372215270996,0.4066574275493622,-1.9999914169311523,1.3521410437533632e-05,-1.9271482229232788,2.751652479171753,0.5124769806861877,-0.17780861258506775,1.1732804775238037,0.5080577731132507,1.1428933143615723,70.77177882194519
6600,3.0059690475463867,2.999344003419191,tensor(0.0010),1.873119315844121,1.9364430904388428,-3.1936192512512207,0.43211543560028076,-1.9999938011169434,9.924649930326268e-06,-1.9995604753494263,2.966172218322754,0.49948474764823914,-0.18582114577293396,1.209924340248108,0.4995318353176117,1.1205737590789795,73.05097389221191
6800,2.87926983833313,2.9481245693633853,tensor(0.0010),1.7880467252242616,1.939871072769165,-3.092257022857666,0.45043888688087463,-1.9999940395355225,8.841153430694249e-06,-1.9087255001068115,3.0222997665405273,0.5081387758255005,-0.19025377929210663,1.1943389177322388,0.5011788606643677,1.1104605197906494,75.35593938827515
7000,2.891631603240967,2.907945128365755,tensor(0.0010),1.5874022554000486,1.9328255653381348,-3.0856614112854004,0.44874095916748047,-1.9999949932098389,7.690590791753493e-06,-1.808882713317871,2.898252010345459,0.5022213459014893,-0.19207511842250824,1.1819453239440918,0.49912965297698975,1.0902286767959595,77.58418393135071
7200,2.828181266784668,2.8829752084220224,tensor(0.0010),1.8663206172431843,1.9796042442321777,-2.9877400398254395,0.44080203771591187,-1.999995470046997,6.344028406601865e-06,-1.990652322769165,2.65366792678833,0.5030057430267334,-0.1878107339143753,1.199375867843628,0.49974966049194336,1.064303994178772,79.84061074256897
7400,2.8623545169830322,2.8481830288976298,tensor(0.0010),2.0137062157385333,1.9798671007156372,-2.938828945159912,0.46359655261039734,-1.9999957084655762,5.637622052745428e-06,-1.9353652000427246,3.1174557209014893,0.5032562017440796,-0.21397407352924347,1.1846556663513184,0.5016501545906067,1.0462182760238647,82.10672354698181
7600,2.834620714187622,2.810346405250422,tensor(0.0010),1.9070061045949631,1.993624210357666,-2.8528106212615967,0.43235713243484497,-1.9999973773956299,4.2010519791801926e-06,-1.8497262001037598,3.2480921745300293,0.507097065448761,-0.18571405112743378,1.1927745342254639,0.5008557438850403,1.0355099439620972,84.33944463729858
7800,2.7936623096466064,2.7822389294501524,tensor(0.0010),1.883891980980705,2.0076584815979004,-2.7740917205810547,0.45957037806510925,-1.9999973773956299,3.850740995403612e-06,-2.1147520542144775,2.9823124408721924,0.5009212493896484,-0.19834928214550018,1.2033097743988037,0.4993044137954712,1.034096121788025,86.58141779899597
8000,2.7442119121551514,2.764366805218997,tensor(0.0010),2.0080517840250174,2.030231475830078,-2.664238929748535,0.44643718004226685,-1.9999974966049194,3.4470740502001718e-06,-2.0418901443481445,3.1141295433044434,0.5112171769142151,-0.21425199508666992,1.1857013702392578,0.5067705512046814,1.0342155694961548,88.85631132125854
8200,2.6761462688446045,2.7253313055955912,tensor(0.0010),1.7030708878446204,1.9968547821044922,-2.6605563163757324,0.4792764484882355,-1.9999980926513672,2.7260800834483234e-06,-1.871537685394287,3.061843156814575,0.5045965313911438,-0.18869301676750183,1.2016215324401855,0.5018093585968018,1.032488226890564,91.11163258552551
8400,2.7070462703704834,2.7159160865850676,tensor(0.0010),2.0608263074327375,2.0251879692077637,-2.563828945159912,0.44722941517829895,-1.9999983310699463,2.5664899112598505e-06,-1.8788707256317139,3.0487420558929443,0.5062434077262878,-0.19887332618236542,1.2044159173965454,0.5038937926292419,1.0360405445098877,93.44224834442139
8600,2.7102255821228027,2.698140512227478,tensor(0.0010),2.123623990075994,1.9908061027526855,-2.4727635383605957,0.4434445798397064,-1.9999983310699463,2.115018787662848e-06,-2.051337480545044,3.101076126098633,0.5001066327095032,-0.1962524950504303,1.2137004137039185,0.4975990653038025,1.0356159210205078,95.71684074401855
8800,2.6993303298950195,2.676239239412073,tensor(0.0010),1.7301169629917823,1.9969162940979004,-2.413095712661743,0.46452540159225464,-1.9999985694885254,2.0487393612711458e-06,-1.925842523574829,2.8855843544006348,0.5056883096694946,-0.2060791254043579,1.1777138710021973,0.4996357560157776,1.0400100946426392,98.0136878490448
9000,2.6743814945220947,2.667229266170409,tensor(0.0010),1.7195907384803886,2.026089668273926,-2.3458914756774902,0.45930978655815125,-1.9999988079071045,1.833657393035537e-06,-1.9693644046783447,2.7336525917053223,0.49707767367362976,-0.20923028886318207,1.183384895324707,0.4974733889102936,1.0447895526885986,100.31351566314697
9200,2.65118408203125,2.6447599246978983,tensor(0.0010),1.9407405769759487,2.038646697998047,-2.3061909675598145,0.4684905409812927,-1.9999988079071045,1.5835283875276218e-06,-1.8782917261123657,3.000028610229492,0.5054954290390015,-0.20220902562141418,1.1795252561569214,0.5022233724594116,1.0475468635559082,102.61831092834473
9400,2.6123392581939697,2.629524514261391,tensor(0.0010),1.9407607427521214,2.087599754333496,-2.2809691429138184,0.4965904951095581,-1.9999988079071045,1.4823297078692121e-06,-1.7355796098709106,3.0604708194732666,0.5050235986709595,-0.1787986010313034,1.2031276226043701,0.5030286312103271,1.0517082214355469,104.93825173377991
9600,2.607227087020874,2.6152096371216613,tensor(0.0010),1.9206126502344185,1.9954707622528076,-2.314521312713623,0.48093780875205994,-1.9999990463256836,1.3427888916339725e-06,-1.7718344926834106,2.828261375427246,0.5077351331710815,-0.21587279438972473,1.1795419454574585,0.5019382834434509,1.0539791584014893,107.25046801567078
9800,2.5894129276275635,2.595651723782557,tensor(0.0009),2.080592459254069,2.0250043869018555,-2.252540349960327,0.5129953622817993,-1.9999992847442627,1.1161415613969439e-06,-1.7502539157867432,2.8172905445098877,0.5007266402244568,-0.1868351548910141,1.1810739040374756,0.4984770715236664,1.0567954778671265,109.60032653808594
10000,2.5447258949279785,2.593629228188861,tensor(0.0009),1.8748966119829575,2.0314552783966064,-2.2879178524017334,0.47776830196380615,-1.9999992847442627,1.0233460443487274e-06,-1.8270560503005981,3.2535526752471924,0.5041658282279968,-0.22467349469661713,1.2045150995254517,0.5023038983345032,1.060359239578247,111.87662959098816
10200,2.587754011154175,2.583466341552072,tensor(0.0009),1.9571900163344182,2.0199637413024902,-2.2615966796875,0.4840206801891327,-1.9999992847442627,9.249334311789426e-07,-1.7836146354675293,3.050915002822876,0.49491000175476074,-0.20510439574718475,1.193467378616333,0.49858358502388,1.0631120204925537,114.20527601242065
10400,2.601824998855591,2.576744937870785,tensor(0.0009),1.9435836092210625,2.0744874477386475,-2.2211458683013916,0.506345272064209,-1.9999992847442627,8.559832167520653e-07,-1.7922370433807373,3.0447020530700684,0.5052362084388733,-0.19386334717273712,1.203054666519165,0.5035271644592285,1.0672839879989624,116.6045618057251
10600,2.574110984802246,2.5606401070010554,tensor(0.0009),1.8786167735667196,2.0347609519958496,-2.2464582920074463,0.4811929166316986,-1.9999995231628418,7.965965664880059e-07,-2.201824426651001,3.0963258743286133,0.5057452917098999,-0.1743014007806778,1.20241117477417,0.4987821877002716,1.0705759525299072,118.89095211029053
10800,2.601184129714966,2.558569929665352,tensor(0.0009),1.9678710130391261,2.0239996910095215,-2.2386474609375,0.4868556559085846,-1.9999995231628418,6.890963959449437e-07,-2.0227274894714355,3.1139211654663086,0.49519574642181396,-0.2082785815000534,1.2082616090774536,0.4963233470916748,1.0710071325302124,121.16633224487305
11000,2.5403010845184326,2.536740701276365,tensor(0.0009),1.7994832943917616,2.0631728172302246,-2.1802868843078613,0.49236494302749634,-1.9999995231628418,6.430545909097418e-07,-2.0973145961761475,3.1381990909576416,0.5017512440681458,-0.1959841400384903,1.197468638420105,0.500544011592865,1.0743885040283203,123.47491192817688
11200,2.523843765258789,2.526254626159704,tensor(0.0009),1.9226109438011154,2.0665955543518066,-2.237337112426758,0.5006430149078369,-1.9999996423721313,5.393306423684407e-07,-1.7340608835220337,2.681546688079834,0.49745282530784607,-0.18135082721710205,1.1683776378631592,0.498950332403183,1.0771524906158447,125.77994394302368
11400,2.5160419940948486,2.5284261958089727,tensor(0.0009),1.9167370819381522,2.077627182006836,-2.1853649616241455,0.4792247712612152,-1.9999995231628418,5.126165092406154e-07,-2.2237796783447266,3.104398250579834,0.5100086331367493,-0.20603518187999725,1.2105987071990967,0.5066570043563843,1.0782959461212158,128.0871000289917
11600,2.494347333908081,2.509211883140412,tensor(0.0009),2.0240933118023663,2.060769557952881,-2.1307411193847656,0.4678850471973419,-1.999999761581421,4.480465634060238e-07,-1.865830898284912,2.828753709793091,0.49987390637397766,-0.17845819890499115,1.1985392570495605,0.4993852972984314,1.0811409950256348,130.42202162742615
11800,2.534608840942383,2.508664533689053,tensor(0.0009),2.072910847349357,2.0602076053619385,-2.2036948204040527,0.5172707438468933,-1.999999761581421,4.589012974065554e-07,-1.9254322052001953,2.8243231773376465,0.5072672367095947,-0.21515510976314545,1.1993855237960815,0.5022266507148743,1.08440363407135,132.7083659172058
12000,2.5114829540252686,2.5068043320882105,tensor(0.0009),1.9957736368264032,2.0491175651550293,-2.1635069847106934,0.5006844997406006,-1.999999761581421,3.772309753458103e-07,-1.8049122095108032,2.7971410751342773,0.504653811454773,-0.19561545550823212,1.210532784461975,0.5029259324073792,1.085416555404663,135.00843453407288
12200,2.483579635620117,2.4825530456495204,tensor(0.0009),2.183766514881726,2.051365852355957,-2.1909704208374023,0.46891212463378906,-1.999999761581421,3.512726891585771e-07,-1.982796549797058,2.794246196746826,0.5008350014686584,-0.2103266716003418,1.2051995992660522,0.5024599432945251,1.0885533094406128,137.28960180282593
12400,2.4255259037017822,2.48710408123292,tensor(0.0009),1.9801075103931784,2.091181755065918,-2.141453742980957,0.5168157815933228,-1.999999761581421,3.039023681594699e-07,-1.816129446029663,3.0182838439941406,0.4981268346309662,-0.21934711933135986,1.2086290121078491,0.49886801838874817,1.093219518661499,139.58677744865417
12600,2.435556650161743,2.475676685712348,tensor(0.0009),1.8760525235486447,2.0824215412139893,-2.135080575942993,0.5249251127243042,-1.999999761581421,2.910957732638053e-07,-1.8200687170028687,3.2050929069519043,0.5009281635284424,-0.19034942984580994,1.209990382194519,0.5003381371498108,1.0956244468688965,141.85239267349243
12800,2.4578661918640137,2.4649947539967507,tensor(0.0009),2.16605118342334,2.0479514598846436,-2.157362222671509,0.4888003170490265,-1.999999761581421,2.7687175929713703e-07,-1.665209174156189,3.1102755069732666,0.49880918860435486,-0.2105938196182251,1.1970510482788086,0.500495970249176,1.0971958637237549,144.10425972938538
13000,2.476381540298462,2.453810785441879,tensor(0.0009),2.4979004419740165,2.0750222206115723,-2.1527442932128906,0.5071868300437927,-1.999999761581421,2.4737758508308616e-07,-1.6604728698730469,3.055873394012451,0.5070736408233643,-0.21844299137592316,1.174017071723938,0.5058578848838806,1.0984501838684082,146.34225010871887
13200,2.4471044540405273,2.4487243715924207,tensor(0.0009),2.221725390735469,2.09002947807312,-2.121983051300049,0.49315792322158813,-1.999999761581421,2.5615901222408866e-07,-2.042595863342285,2.933723211288452,0.49425801634788513,-0.21124665439128876,1.209322452545166,0.4948774576187134,1.1008405685424805,148.60307455062866
13400,2.4190757274627686,2.4335352016029352,tensor(0.0009),2.0691723790536756,2.0859756469726562,-2.1502628326416016,0.49190711975097656,-1.999999761581421,2.510599870220176e-07,-2.2853305339813232,3.105348587036133,0.49983465671539307,-0.19681070744991302,1.19771146774292,0.49722108244895935,1.1010079383850098,150.94850301742554
13600,2.390143871307373,2.414558519229099,tensor(0.0009),2.6671610683455977,2.0890579223632812,-2.153085708618164,0.4919845461845398,-2.0,2.716752760534291e-07,-2.091336250305176,2.9349658489227295,0.49748724699020386,-0.21416044235229492,1.1906321048736572,0.49844539165496826,1.1032079458236694,153.20751428604126
13800,2.412768602371216,2.4045817049486913,tensor(0.0009),2.1212841653616463,2.076782703399658,-2.1427793502807617,0.5098084211349487,-1.9999998807907104,2.6235375116812065e-07,-1.9262443780899048,3.084522247314453,0.49986669421195984,-0.1974898725748062,1.1871429681777954,0.4970175325870514,1.1030367612838745,155.4120750427246
14000,2.391261339187622,2.3824134319259596,tensor(0.0009),2.0686699471847496,2.0638670921325684,-2.1417834758758545,0.4981694519519806,-2.0,2.2273941624462168e-07,-2.0311217308044434,3.085247755050659,0.5041759610176086,-0.1906585544347763,1.2319375276565552,0.4988970458507538,1.104421615600586,157.61142253875732
14200,2.3893074989318848,2.380451811397649,tensor(0.0009),2.0864545881542487,2.1176962852478027,-2.1312081813812256,0.5086473226547241,-1.9999998807907104,2.2395343535208667e-07,-1.8489538431167603,2.9185783863067627,0.5033702850341797,-0.19294612109661102,1.2087123394012451,0.5030717849731445,1.1063225269317627,159.83082723617554
14400,2.3914542198181152,2.38165288344017,tensor(0.0009),2.266905594438372,2.1120362281799316,-2.10317325592041,0.47222939133644104,-2.0,1.5590332225201564e-07,-1.8370198011398315,3.1539382934570312,0.4908657968044281,-0.2026069164276123,1.1739742755889893,0.4949727952480316,1.1070516109466553,162.08451437950134
14600,2.369736433029175,2.361224723466275,tensor(0.0009),2.4594835800533494,2.1144251823425293,-2.081225872039795,0.5165415406227112,-2.0,1.6364879229513463e-07,-1.9273808002471924,2.941908359527588,0.4999593198299408,-0.1855401247739792,1.1952712535858154,0.5012491345405579,1.1085517406463623,164.36919593811035
14800,2.3742587566375732,2.352602603498986,tensor(0.0009),2.2925843009296907,2.107323169708252,-2.1037349700927734,0.49363917112350464,-2.0,1.6386107404287031e-07,-1.8304014205932617,2.8783698081970215,0.5079345107078552,-0.19659189879894257,1.2045042514801025,0.5040596723556519,1.1113967895507812,166.60377025604248
15000,2.3635191917419434,2.3422671662502133,tensor(0.0009),2.1713915770292913,2.1174745559692383,-2.089646339416504,0.4968956410884857,-2.0,1.3241653107343154e-07,-2.044539451599121,2.7364113330841064,0.5087962746620178,-0.18138138949871063,1.20229971408844,0.503138542175293,1.114387035369873,168.8153109550476
15200,2.301943302154541,2.3220638354935645,tensor(0.0009),2.074851965982526,2.1021289825439453,-2.073281764984131,0.4918753504753113,-2.0,1.2457094555884396e-07,-1.8136677742004395,2.910266399383545,0.5005795359611511,-0.2189054787158966,1.1874492168426514,0.4949455261230469,1.1136094331741333,171.02630639076233
15400,2.323040008544922,2.311539543329439,tensor(0.0008),2.1254663797485684,2.115738868713379,-2.06703782081604,0.504707932472229,-2.0,1.0878009248926901e-07,-1.8345195055007935,3.2177894115448,0.5012851357460022,-0.23206165432929993,1.17762291431427,0.4993430972099304,1.11531400680542,173.31001162528992
15600,2.297145366668701,2.3120289883039136,tensor(0.0008),1.9769690023647064,2.0929412841796875,-2.114882230758667,0.5057534575462341,-2.0,1.0340649225781817e-07,-2.0834107398986816,2.8499603271484375,0.5005688071250916,-0.19137336313724518,1.205871820449829,0.5005069971084595,1.117377758026123,175.56069660186768
15800,2.3420212268829346,2.30115451120885,tensor(0.0008),2.2497012843703805,2.1006407737731934,-2.0976345539093018,0.5211880207061768,-2.0,8.729209355351486e-08,-1.8461480140686035,2.7884702682495117,0.5005583167076111,-0.21182838082313538,1.1816067695617676,0.49929672479629517,1.1201624870300293,177.7938356399536
16000,2.2682063579559326,2.2810816725338636,tensor(0.0008),2.419660635484829,2.1566519737243652,-2.0474965572357178,0.4971522390842438,-2.0,8.032368725707784e-08,-2.04585337638855,2.8268213272094727,0.5035988688468933,-0.19130246341228485,1.1824944019317627,0.4990559220314026,1.122198462486267,180.01109886169434
16200,2.282954216003418,2.2697118286628473,tensor(0.0008),2.2060858894840023,2.1355223655700684,-2.0505080223083496,0.5091002583503723,-2.0,7.094779874705637e-08,-1.8773945569992065,3.088054656982422,0.5025144219398499,-0.2113812267780304,1.206551194190979,0.49956339597702026,1.12406587600708,182.23155903816223
16400,2.300153970718384,2.2718740152909627,tensor(0.0008),2.4384839435994774,2.155393362045288,-2.1041955947875977,0.5248382091522217,-2.0,6.628697235555592e-08,-2.0997579097747803,3.000912666320801,0.5053502321243286,-0.2219332903623581,1.1745392084121704,0.5027878284454346,1.1241497993469238,184.48265051841736
16600,2.2456037998199463,2.2627800489431897,tensor(0.0008),2.464269435472394,2.1488962173461914,-2.099734306335449,0.49414047598838806,-2.0,5.207172293353324e-08,-1.9179918766021729,2.9732933044433594,0.5011648535728455,-0.206154927611351,1.2034785747528076,0.5000815987586975,1.126852035522461,186.72441363334656
16800,2.2624659538269043,2.2499522957186,tensor(0.0008),2.086277878326566,2.1216118335723877,-2.1195101737976074,0.5000024437904358,-2.0,4.5973379769748135e-08,-1.8808554410934448,2.9484853744506836,0.5039151906967163,-0.2002309113740921,1.187246561050415,0.500758171081543,1.1294742822647095,188.9328429698944
17000,2.216857433319092,2.235318101150161,tensor(0.0008),2.2813779390770743,2.142937421798706,-2.0657882690429688,0.5092398524284363,-2.0,4.300416023284015e-08,-1.8697710037231445,2.917294979095459,0.5057472586631775,-0.2374674379825592,1.1983176469802856,0.4995436668395996,1.1298521757125854,191.17092323303223
17200,2.2158706188201904,2.233058700737717,tensor(0.0008),2.256439224157605,2.1609411239624023,-2.0573158264160156,0.49764639139175415,-2.0,4.1857177279780444e-08,-1.7201958894729614,2.892427921295166,0.5029729604721069,-0.22265754640102386,1.215295672416687,0.4968254864215851,1.1317906379699707,193.3926215171814
17400,2.2822322845458984,2.236500138433131,tensor(0.0008),2.4177501918750526,2.141003131866455,-2.132108211517334,0.5031726956367493,-2.0,3.7475320624480446e-08,-2.053154706954956,2.871091842651367,0.49696439504623413,-0.1962750405073166,1.1712738275527954,0.4976489543914795,1.132692575454712,195.72313928604126
17600,2.2287063598632812,2.2251952968047854,tensor(0.0008),2.5556423513280033,2.1517457962036133,-2.075693130493164,0.5148491263389587,-2.0,3.8931212031911855e-08,-1.8621511459350586,2.9450597763061523,0.5013349652290344,-0.2402455359697342,1.2366679906845093,0.4976405203342438,1.1344794034957886,198.1449899673462
